"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
11056,4/14/2017,"Johnson, Hearn, Vinegar & Gee,PLLC",Electronic,Yes,10,Yes,Yes,Yes,Yes,Yes,,
11057,4/14/2017,"Six Continents Hotels, Inc. (d/b/aInterContinental Hotels Group)",Electronic,Yes,14250,,,,Yes,,,
11058,4/17/2017,Combat Brands LLC,Electronic,Yes,1396,,,,Yes,,,
11059,4/18/2017,"Citibank, N.A.",Electronic,Yes,1,,,,Yes,,,
11060,4/18/2017,Pacific Lutheran University,Electronic,Yes,1,,,,,Yes,,
11061,4/18/2017,"Citibank, N.A.",Paper,Yes,1,,,,Yes,Yes,,
11062,4/18/2017,Pilgrim Bank,Electronic,,3,,,,Yes,,,
11063,4/18/2017,"Forest City Trading Group, LLC",Electronic,Yes,1,Yes,,,,Yes,,Yes
11064,4/18/2017,Salem Five,Electronic,,9,,,,Yes,,,
11065,4/18/2017,USAA Federal Savings Bank,Electronic,Yes,2,,Yes,,,,,
11066,4/18/2017,"Edgewood ManagementCorporation",Electronic,Yes,1,Yes,,,,Yes,,
11067,4/19/2017,"Northrop Grumman SystemsCorporation",Electronic,Yes,4,Yes,,,,Yes,,
11068,4/19/2017,"Golomb, Schwartz & Cove, P.A.",Electronic,Yes,2,Yes,,,,Yes,,
11086,4/19/2017,Bank of America,Electronic,Yes,1,Yes,,,,Yes,,
11069,4/20/2017,"Citibank, N.A.",Electronic,Yes,2,,,,Yes,Yes,,
11071,4/20/2017,"Advanced ICU Care, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
11072,4/20/2017,"Cleveland Metropolitan SchoolDistrict",Electronic,Yes,2,Yes,,Yes,,Yes,,
11073,4/21/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,1,,,,Yes,,,
11074,4/21/2017,Wild Maney & Resnick LLP,Electronic,Yes,44,Yes,,,,Yes,,
11075,4/21/2017,"Atlantic Digestive Specialists,PLLC",Electronic,Yes,2287,Yes,Yes,,,Yes,,
11076,4/21/2017,Lifespan Corporation,Electronic,Yes,5,Yes,,,,Yes,,Yes
11077,4/21/2017,"KOMAN Government Solutions,LLC",Electronic,Yes,16,Yes,,,,Yes,,
11078,4/21/2017,City of Fitchburg,Electronic,Yes,1642,Yes,,,,,,
11079,4/21/2017,Discover,Electronic,,1210,,,,Yes,,,
11080,4/21/2017,Salem Five,Electronic,,83,,,,Yes,,,
11081,4/21/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
11082,4/23/2017,"Brace Industrial Group/PlatinumScaffolding Services",Electronic,Yes,44,Yes,,,,Yes,,
11083,4/24/2017,Citizens Financial Group,Electronic,Yes,4,,,,Yes,,,
11084,4/24/2017,Citizens Financial Group,Electronic,Yes,41,,,,Yes,,,
11085,4/24/2017,University of Massachusetts,Electronic,Yes,26,Yes,Yes,,,Yes,,
11087,4/24/2017,The Village Bank,Electronic,,5,,,,Yes,,,
11088,4/24/2017,"Donaldson Company, Inc.",Electronic,Yes,1,Yes,,,,Yes,,Yes
11089,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11090,4/24/2017,"American Express Travel RelatedServices, Inc.",Electronic,,8,,,,Yes,,,
11091,4/24/2017,"American Express Travel RelatedServices, Inc.",Electronic,,87,,,,Yes,,,
11092,4/24/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11093,4/24/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11094,4/24/2017,Eagle Bank,Electronic,,10,,,,Yes,,,
11095,4/24/2017,"The Coperative Bank of CapeCod",Electronic,,468,,Yes,,Yes,,,
11096,4/24/2017,Pentucket Medical,Paper,,26,Yes,Yes,,,Yes,,
11097,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11098,4/24/2017,The Village Bank,Electronic,Yes,1,,,,Yes,,,
11099,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11100,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11101,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11102,4/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10914,4/24/2017,The Village Bank,Electronic,,3,,,,Yes,,,
11103,4/25/2017,"American Express Travel RelatedServices, Inc.",Electronic,,15,,,,Yes,,,
11104,4/25/2017,"Intuit, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
11105,4/25/2017,Santander,Electronic,Yes,1,,,,Yes,,,
11106,4/25/2017,Santander,Paper,Yes,1,Yes,Yes,,,Yes,,
11107,4/25/2017,KeraLink International,Electronic,Yes,7,Yes,,,,Yes,,
11108,4/25/2017,"The Hartford Financial ServicesGroup, Inc.",Paper,Yes,273,Yes,,,,Yes,,
11109,4/25/2017,Baystate Medical Center,Electronic,Yes,11,Yes,,,,Yes,,Yes
11111,4/25/2017,"American Express Travel RelatedServices, Inc.",Electronic,,190,,,,Yes,,,
11112,4/25/2017,"Inotek PharmaceuticalsCorporation",Electronic,Yes,25,Yes,,,,Yes,,
11113,4/25/2017,Motl Marketing Co. Ltd,Electronic,Yes,1,Yes,,,,Yes,,
11114,4/25/2017,"Crane, Tonelli, Rosenberg & Co.LLP",Electronic,,5,Yes,Yes,,,Yes,,
11115,4/26/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
11116,4/26/2017,Fidelity Investments,Electronic,Yes,849,Yes,Yes,,,Yes,,
11117,4/26/2017,Salem Five,Electronic,,2,,,,Yes,,,
11118,4/26/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11119,4/26/2017,Wellesley College,Electronic,Yes,17,Yes,Yes,,,Yes,,
11120,4/26/2017,Law Office of Lee Darst,Electronic,Yes,3,Yes,Yes,,Yes,,,
11121,4/26/2017,"Morehead Community FederalCredit Union",Paper,Yes,1,,Yes,,,,,
11122,4/27/2017,Salem Five,Electronic,,3,,,,Yes,,,
11123,4/27/2017,Brigham and Women's Hospital,Paper,Yes,1,,Yes,,,Yes,,
11124,4/27/2017,Brigham and Women's Hospital,Paper,Yes,1,Yes,Yes,,,Yes,,
11125,4/27/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11126,4/27/2017,"Office Images, Inc.; d.b.a.Trainers Warehouse",Electronic,,47,,,,Yes,,,
11127,4/27/2017,ABM Industries Incorporated,Electronic,Yes,111,Yes,,,,Yes,,Yes
11128,4/27/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11129,4/27/2017,Pacific Lutheran University,Electronic,Yes,4,Yes,,,,Yes,,
11130,4/28/2017,"American Express Travel RelatedServices, Inc.",Electronic,,62,,,,Yes,,,
11131,4/28/2017,Santander,Electronic,Yes,234,,,,Yes,,,
11132,4/28/2017,"Commonwealth of Massachusetts- Department of Revenue",Paper,Yes,5,Yes,,,,,,
11133,4/28/2017,"Diamond Institute for Infertilityand Menopause",Electronic,Yes,18,Yes,,,,Yes,,
11134,4/28/2017,Savers Bank,Electronic,,4,,,,Yes,,,
11135,4/28/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11136,4/28/2017,Savers Bank,Electronic,,13,,,,Yes,,,
11137,4/28/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11138,4/28/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11139,4/28/2017,Capital One Auto Finance,Electronic,Yes,2,,Yes,,,Yes,,
11140,4/28/2017,"Webster Five Cents SavingsBank",Electronic,,316,,,,Yes,,,
11141,4/28/2017,"Harrisburg Gastroenterology Ltdand Harrisburg Endoscopy andSurgery Center",Electronic,Yes,36,Yes,,,,Yes,,
11142,4/28/2017,"McLaughlin Brunson InsuranceAgency LLPMcLaughlin Brunson InsuranceAgency LLP",Electronic,Yes,1,,Yes,,,Yes,,
11143,4/28/2017,"Gannett Company, Inc.",Electronic,Yes,37,Yes,Yes,Yes,,Yes,,
11144,4/28/2017,"Extreme Reach, Inc.",Electronic,Yes,19,Yes,Yes,Yes,Yes,Yes,,
11145,4/28/2017,"MSA Accounting CPA,Professional Corp.",Electronic,Yes,2,Yes,Yes,,,,,
11146,4/28/2017,The Village Bank,Electronic,,201,,,,Yes,,,
11148,4/28/2017,"Jackson Hewitt Tax Service, Inc.",Electronic,,6,Yes,Yes,Yes,,Yes,,
11149,5/1/2017,"Chicago Methodist SeniorServices",Electronic,Yes,2,Yes,,,,,,
11150,5/1/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11151,5/1/2017,Eagle Bank,Electronic,,55,,,,Yes,,,
11152,5/2/2017,"Massachusetts Department ofTransportation Registry of MotorVehicles",Electronic,Yes,1,,,Yes,,,,
11153,5/2/2017,"Morehead Community FederalUnion",Paper,,1,,Yes,,,,,
11154,5/2/2017,"Lipton CPA Associates, LLC",Electronic,,5,Yes,Yes,,,,,
11155,5/2/2017,Pilgrim Bank,Electronic,,43,,,,Yes,,,
11156,5/2/2017,"Pellegrino, Saccomani & Wells,LLP",Electronic,Yes,8,Yes,,,,Yes,,
11157,5/2/2017,Hill Country Memorial Hospital,Electronic,Yes,3,Yes,Yes,,,Yes,,
11158,5/2/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11159,5/2/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11160,5/2/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11161,5/2/2017,"Steward Health Care System,LLC",Electronic,Yes,2298,,Yes,,,Yes,,
11162,5/3/2017,Santander,Electronic,Yes,10,,,,Yes,,,
11163,5/3/2017,Santander,Electronic,Yes,157,,,,Yes,,,
11164,5/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11165,5/3/2017,"Hobart and William SmithColleges",Electronic,Yes,1,Yes,Yes,,,Yes,,
11166,5/3/2017,Watertown Savings Bank,Electronic,,377,,,,Yes,,,
11167,5/3/2017,"Shock Doctor, Inc.",Electronic,Yes,55,,,,Yes,,,
11168,5/3/2017,CutterSports,Electronic,Yes,92,,,,Yes,,,
11169,5/3/2017,"Pratt Industries, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
11170,5/4/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11171,5/4/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,7,,,,Yes,,,
11172,5/4/2017,Wesleyan College,Electronic,Yes,6,Yes,,,,Yes,,
11173,5/4/2017,Salem Five,Electronic,,2,,,,Yes,,,
11174,5/4/2017,Pilgrim Bank,Electronic,,8,,,,Yes,,,
11175,5/4/2017,Fidelity National Financial,Electronic,Yes,3,Yes,,,,,,
11176,5/4/2017,Agri Beef Co.,Electronic,Yes,186,,,,Yes,Yes,,
11177,5/4/2017,McLean Hospital,Electronic,Yes,2,Yes,,,,Yes,,
11178,5/5/2017,Queens Oak Advisors,Electronic,Yes,4,Yes,Yes,,,Yes,,
11179,5/5/2017,Northwestern College,Electronic,Yes,1,Yes,,,,,,
11180,5/5/2017,"Charles Schwab & Co., Inc.",Paper,Yes,1,,Yes,,,,,
11181,5/5/2017,"Solera Holdings, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
11224,5/5/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11182,5/8/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11183,5/8/2017,Savers Bank,Electronic,,9,,,,Yes,,,
11184,5/8/2017,Eastern Bank,Electronic,,3972,,,,Yes,,,
11185,5/8/2017,Savers Bank,Electronic,,69,,,,Yes,,,
11186,5/8/2017,Salem Five,Electronic,,1,,,,Yes,,,
11187,5/8/2017,"Intuit, Inc.",Electronic,Yes,35,Yes,,Yes,,Yes,,
11188,5/8/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
11189,5/8/2017,Ives & Sultan LLP,Electronic,Yes,29,Yes,,,,Yes,,
11190,5/8/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11191,5/8/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11192,5/8/2017,Genpact,Electronic,Yes,99,Yes,,,,Yes,,
11193,5/9/2017,Simple,Electronic,Yes,34,,Yes,,,Yes,,
11194,5/9/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11195,5/9/2017,MassMutual Financial Group,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
11196,5/9/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
11197,5/10/2017,The Village Bank,Electronic,,23,,,,Yes,,,
11198,5/10/2017,The Village Bank,Electronic,,5,,,,Yes,,,
11199,5/10/2017,Salem Five,Electronic,,1037,,,,Yes,,,
11200,5/10/2017,"Intuit, Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
11201,5/11/2017,Salem Five,Paper,,2,,Yes,,,Yes,,
11202,5/11/2017,"ExamOne (a Quest Diagnosticscompany)",Paper,Yes,1,Yes,,,,Yes,,
11203,5/11/2017,"ITA Group, Inc.",Electronic,Yes,8,,Yes,,,Yes,,
11204,5/11/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11205,5/11/2017,Enterprise Rent-A-Car,Paper,Yes,1,Yes,,Yes,,Yes,,
11206,5/11/2017,"Bechtel Oil, Gas & ChemicalsConstruction Services, Inc.",Electronic,Yes,1,Yes,,,,,,
11207,5/12/2017,"Tatcha, LLC",Electronic,Yes,138,,,,Yes,Yes,,
11208,5/12/2017,HD Vest Investment Services,Electronic,Yes,1,Yes,,,,,,
11209,5/12/2017,Salem Five,Electronic,Yes,1,Yes,Yes,,,Yes,,
11210,5/12/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11211,5/12/2017,"Taunton HealthCare Center LLCd/b/a Longmeadow of Taunton",Paper,Yes,42,Yes,,Yes,,Yes,,
11212,5/12/2017,Savers Bank,Electronic,,3,,,,Yes,,,
11213,5/12/2017,"Massachusetts Mutual LifeInsurance Company",Electronic,Yes,1,Yes,,,,Yes,,
11214,5/15/2017,Indigo Wild,Electronic,,558,,,,Yes,,,
11215,5/15/2017,"University Of New MexicoFoundation",Electronic,Yes,148,,Yes,,,Yes,,
11216,5/15/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11217,5/15/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11218,5/15/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
11219,5/15/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11220,5/15/2017,KURU Footwear,Electronic,Yes,406,,,,Yes,,,
11221,5/15/2017,Salem Five,Electronic,,3,,,,Yes,,,
11222,5/15/2017,Mutual One Bank,Electronic,,13,,,,Yes,,,
11223,5/15/2017,Bank of Canton,Electronic,Yes,1,Yes,Yes,,,,,
11225,5/15/2017,Brooks Brothers,Electronic,Yes,,,,,Yes,,,
11226,5/15/2017,PolkBeder LLC,Electronic,Yes,7,Yes,,,,Yes,,
11227,5/15/2017,"National Marrow Donor Program/Be The Match",Paper,Yes,54,Yes,,Yes,,Yes,,
11228,5/16/2017,"Nicopure Labs, LLC",Electronic,Yes,502,,,,Yes,,,
11229,5/16/2017,"The United States Life InsuranceCompany",Paper,Yes,1,,Yes,,,,,
11230,5/17/2017,The Village Bank,Electronic,,11,,,,Yes,,,
11231,5/17/2017,St. Mary's Credit Union,Electronic,,9,,,,Yes,,,
11232,5/17/2017,"Rite Aid Online Store, Inc.",Electronic,Yes,654,,,,Yes,Yes,,
11233,5/17/2017,Scientific Games Corporation,Electronic,Yes,1,,,Yes,,Yes,,Yes
11234,5/17/2017,The Village Bank,Electronic,,5,,,,Yes,,,
11235,5/17/2017,"Nokia Networks and SolutionsUS, LLC",Electronic,,14,,Yes,,,,,
11236,5/17/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11237,5/17/2017,AIG,Electronic,Yes,9,,Yes,,,,,
11238,5/18/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11239,5/18/2017,"American Express Travel RelatedServices, Inc.",Electronic,,551,,,,Yes,,,
11240,5/18/2017,The Village Bank,Electronic,,11,,,,Yes,,,
11241,5/18/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,1,,,,Yes,,,
11242,5/18/2017,"Ricoh USA, Inc.",Electronic,,2,Yes,Yes,,,Yes,,
11243,5/18/2017,"Intuit, Inc.",Electronic,Yes,4,Yes,,Yes,,Yes,,
11244,5/18/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11245,5/18/2017,"Neeley-Nemeth, LLP d/b/a BartonOaks Dental Group",Electronic,Yes,26,Yes,,,,Yes,,
11246,5/18/2017,Capital One,Electronic,Yes,8,,Yes,,,Yes,,
11247,5/19/2017,The Village Bank,Electronic,,5,,,,Yes,,,
11249,5/19/2017,The Village Bank,Electronic,,23,,,,Yes,,,
11250,5/19/2017,The Village Bank,Electronic,,201,,,,Yes,,,
11251,5/19/2017,Ullico Inc.,Electronic,Yes,3,Yes,,,,,,
11252,5/19/2017,"CPA Tax Planning, CertifiedPublic Accounts",Electronic,Yes,1,Yes,,,,Yes,,
11253,5/19/2017,"TALX Corporation, a whollyowned subsidiary of Equifax, Inc.",Electronic,Yes,349,Yes,Yes,,,Yes,,
11254,5/19/2017,St. Anne's Hospital,Paper,Yes,1,Yes,,,,,,
11255,5/19/2017,Frontier Airlines,Electronic,Yes,2,Yes,Yes,,,Yes,,
11256,5/19/2017,LCS-WP LLC d/b/a Walnut Place,Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
11257,5/19/2017,"Maddaloni, Nydick, & Keenan,P.C.",Electronic,Yes,7,Yes,,,,Yes,,
11258,5/19/2017,AT&T,Electronic,Yes,383,,,Yes,,Yes,,
11285,5/20/2017,Salem Five,Electronic,,99,,,,Yes,,,
11259,5/22/2017,"American Express Travel RelatedServices, Inc.",Electronic,,59,,,,Yes,,,
11260,5/22/2017,St. Mary's Credit Union,Electronic,,475,,,,Yes,,,
11261,5/22/2017,Citizens Financial Group,Electronic,Yes,2,Yes,Yes,,,Yes,,
11262,5/22/2017,Discover,Electronic,,774,,,,Yes,,,
11263,5/22/2017,Saint Anne's Hospital,Paper,Yes,1,Yes,,,,,,
11264,5/22/2017,Saint Anne's Hospital,Electronic,Yes,3,,Yes,,,,,
11265,5/23/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11266,5/23/2017,Salem Five,Electronic,,1,,,,Yes,,,
11268,5/23/2017,Santander,Paper,Yes,1,Yes,Yes,,,Yes,,
11269,5/24/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
11270,5/24/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11271,5/25/2017,"Incipio, LLC",Electronic,,59,,,,Yes,,,
11272,5/25/2017,"Intuit, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
11276,5/25/2017,"OptionsXpress, Inc.",Electronic,Yes,11,Yes,Yes,,,Yes,,
11277,5/25/2017,State Street,Paper,Yes,1,,Yes,,,,,
11278,5/26/2017,"First National Bank ofPennsylvania (FNB)",Electronic,Yes,28,,Yes,,,Yes,,
11279,5/26/2017,"Chipotle Mexican Grill, Inc.",Electronic,Yes,1,,,,Yes,,,
11280,5/26/2017,Bay State Savings Bank,Electronic,,68,,,,Yes,,,
11273,5/26/2017,"Best Buddies International, Inc.",Paper,Yes,1,Yes,,,,Yes,,
11274,5/26/2017,"Webster Five Cents SavingsBank",Electronic,,129,,,,Yes,,,
11275,5/26/2017,FastHealth Corporation,Electronic,Yes,11,,,,Yes,,,
11281,5/30/2017,Salem Five,Electronic,,1,,,,Yes,,,
11282,5/30/2017,Salem Five,Electronic,,1,,,,Yes,,,
11283,5/30/2017,Salem Five,Electronic,,5,,,,Yes,,,
11284,5/30/2017,Salem Five,Electronic,,1,,,,Yes,,,
11300,5/30/2017,C.J. Resources,Electronic,Yes,,,,,Yes,Yes,,
11301,5/30/2017,"Verc Enterprises, Inc.",Electronic,Yes,,,,,Yes,Yes,,
11302,5/30/2017,Triple Play Car Wash,Electronic,Yes,,,,,Yes,Yes,,
11286,5/30/2017,Funding Circle,Electronic,Yes,125,Yes,,,,,,
11288,5/30/2017,MassMutual,Paper,Yes,1,Yes,Yes,,,Yes,,
11289,5/30/2017,"Angliss & Colohan, P.C.",Electronic,Yes,29,Yes,Yes,,,Yes,,
11290,5/30/2017,Santander,Electronic,Yes,1,,,,Yes,,,
11291,5/30/2017,Santander,Electronic,Yes,2,,,,Yes,,,
11292,5/30/2017,Holy Family Hospital,Paper,Yes,1,Yes,,,,Yes,,
11293,5/30/2017,"Purity Cylinder Gases,Inc./Airway Oxygen Inc.",Electronic,Yes,184,Yes,Yes,Yes,,,,
11294,5/30/2017,"Trojan Battery Sales, LLC",Electronic,Yes,1,Yes,,,,Yes,,
11295,5/30/2017,"Char-Broil, LLC",Electronic,Yes,405,,,,Yes,Yes,,
11296,5/31/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11297,5/31/2017,BMO Harris Bank N.A.,Paper,Yes,126,Yes,Yes,,,Yes,,
11298,5/31/2017,Pioneer Valley Books,Electronic,Yes,26,,,,Yes,,,
11303,5/31/2017,St. Mary's Credit Union,Electronic,,19,,,,Yes,,,
11304,6/1/2017,"American Express Travel RelatedServices, Inc.",Electronic,,15,,,,Yes,,,
11305,6/1/2017,"News America Marketing In-StoreServices, L.L.C.",Paper,,25,Yes,Yes,Yes,,Yes,,
11306,6/1/2017,Salem Five,Electronic,,4,,,,Yes,,,
11307,6/1/2017,"Campbell Union High SchoolDistrict",Electronic,Yes,1,Yes,,,,Yes,,
11308,6/1/2017,Crimson Trace Corporation,Electronic,Yes,83,,,,Yes,Yes,,
11309,6/1/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
11310,6/1/2017,Salem Five,Electronic,,1,,,,Yes,,,
11311,6/1/2017,Salem Five,Electronic,,1,,,,Yes,,,
11312,6/2/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11313,6/2/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11314,6/2/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11315,6/2/2017,"O'Brien Riley & Ryan, P.C.",Electronic,Yes,155,Yes,Yes,,Yes,Yes,,
11316,6/2/2017,Township of Springfield,Electronic,Yes,39,Yes,,Yes,Yes,Yes,,
11317,6/2/2017,"Signature Hardware, Inc.",Electronic,Yes,238,,,,Yes,Yes,,
11318,6/2/2017,TALX Corporation,Electronic,Yes,5,Yes,,,,Yes,,
11319,6/2/2017,Café Services,Electronic,Yes,30,,,,Yes,,,
11320,6/2/2017,SingerLewak LLP,Electronic,Yes,2,Yes,Yes,,,Yes,,
11321,6/2/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11322,6/2/2017,Eagle Bank,Electronic,,25,,,,Yes,,,
11323,6/2/2017,Avidia Bank,Electronic,,1,Yes,Yes,Yes,,,,
11324,6/2/2017,Avidia Bank,Electronic,Yes,1,,Yes,,,,,
11325,6/2/2017,YNAP Corporation,Paper,,1,Yes,,,,Yes,,
11326,6/2/2017,Watertown Savings Bank,Electronic,,57,,,,Yes,,,
11327,6/2/2017,"Keith M. Southwood, CPA, Inc.",Electronic,,2,Yes,Yes,,,Yes,,
11328,6/5/2017,"Gamestop, Inc.",Electronic,Yes,34175,,,,Yes,Yes,,
11329,6/5/2017,Combat Brands LLC,Electronic,Yes,1,,,,Yes,,,
11330,6/6/2017,Onia LLC,Electronic,Yes,15,,,,Yes,,,
11332,6/6/2017,"Jas. Townsend & Son, Inc.",Electronic,Yes,87,,,,Yes,,,
11333,6/6/2017,"The Commonwealth ofMassachusetts Department ofRevenue",Paper,,2,Yes,,,,,,
11334,6/6/2017,"The Commonwealth ofMassachusetts Department ofRevenue",Paper,Yes,1,Yes,,,,,,
11335,6/6/2017,Eagle Bank,Electronic,,74,,,,Yes,,,
11336,6/6/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
11337,6/6/2017,"GameStop, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
11338,6/6/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11339,6/6/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11340,6/7/2017,"Freedom Smokes, Inc.",Electronic,Yes,439,,,,Yes,,,
11341,6/7/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11342,6/7/2017,Republic Bank & Trust,Electronic,Yes,3,Yes,,Yes,,Yes,,
11343,6/7/2017,The Village Bank,Electronic,,22,,,,Yes,,,
11344,6/7/2017,Citizens Financial Group,Electronic,Yes,1,Yes,Yes,,,Yes,,
11345,6/7/2017,"Securities America, Inc.",Paper,Yes,2,Yes,Yes,,,Yes,,
11346,6/7/2017,Citizens Financial Group,Electronic,Yes,3,,,,Yes,,,
11347,6/7/2017,Citizens Financial Group,Electronic,Yes,342,,,,Yes,,,
11348,6/7/2017,St. Mary's Credit Union,Electronic,,93,,,,Yes,,,
11349,6/7/2017,"Jewelry.com, a division ofRichline Group, Inc.",Electronic,Yes,166,,,,Yes,,,
11363,6/7/2017,"RJD, LLC d/b/a GuardianTechnologies LLC",Electronic,Yes,1,,,,Yes,Yes,,
11365,6/8/2017,The Forum for Youth Investment,Electronic,Yes,2,Yes,,,,Yes,,
11350,6/8/2017,Salem Five,Electronic,,691,,,,Yes,,,
11351,6/8/2017,Salem Five,Electronic,,1,,,,Yes,,,
11352,6/8/2017,Salem Five,Electronic,,4,,,,Yes,,,
11353,6/8/2017,Salem Five,Electronic,,1,,,,Yes,,,
11354,6/8/2017,The Fiduciary Group,Electronic,Yes,2,Yes,Yes,,,Yes,,
11355,6/8/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
11356,6/8/2017,Holy Family Hospital,Paper,Yes,1,Yes,,,,Yes,,
11357,6/9/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11358,6/9/2017,Yeo & Yeo,Electronic,Yes,1,Yes,,,,Yes,,
11359,6/9/2017,Washington State University,Electronic,,3399,Yes,Yes,Yes,,Yes,,
11360,6/9/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11361,6/9/2017,Rockland Trust Company,Electronic,Yes,1,,Yes,,,,,
11362,6/9/2017,St. Mary's Credit Union,Electronic,,6,,Yes,,,,,
11366,6/9/2017,"Bed Bath & Beyond, Inc.",Electronic,Yes,1,,,,Yes,Yes,,
11367,6/9/2017,"Select Restaurants, Inc.",Electronic,Yes,,,,,Yes,,,
11368,6/12/2017,CU Direct Connect,Paper,,1,Yes,,Yes,,,,
11369,6/12/2017,"Webster Five Cents SavingsBank",Electronic,,36,,,,Yes,,,
11370,6/12/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,6,,,,Yes,,,
11371,6/12/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11372,6/12/2017,Adams Community Bank,Electronic,,4,,,,Yes,,,
11374,6/13/2017,Salem Five,Electronic,,1,,,,Yes,,,
11375,6/13/2017,Savers Bank,Electronic,,3,,,,Yes,,,
11376,6/13/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11377,6/13/2017,Parkhurst Dining,Electronic,,8,Yes,Yes,,,Yes,,
11378,6/13/2017,The Village Bank,Electronic,,4,,,,Yes,,,
11379,6/13/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11380,6/14/2017,Pilgrim Bank,Electronic,,4,,,,Yes,,,
