ID,organization,state,industry,exposure,records
ITRC20140527-03,DeKalb Health,IN,Medical/Healthcare,Yes - Published #,1361
ITRC20140527-02,Elliot Hospital,NH,Medical/Healthcare,Yes - Published #,1208
ITRC20140527-01,Humana,GA,Medical/Healthcare,Yes - Published #,2962
ITRC20140520-04,Greenwood Leflore Hospital,MS,Medical/Healthcare,Yes - Published #,3750
ITRC20140520-03,Midwest Women's Healthcare,MO,Medical/Healthcare,Yes - Published #,1376
ITRC20140519-04,Lake Erie College of Osteopathic Medicine - Hubbard,PA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140519-03,Baylor Regional Medical Center - Plano,TX,Medical/Healthcare,Yes - Published #,1981
ITRC20140519-02,Baylor All Saints Medical Center,TX,Medical/Healthcare,Yes - Published #,940
ITRC20140516-01,University of California Irvine Student Health Center,CA,Medical/Healthcare,Yes - Published #,1813
ITRC20140513-12,Los Robles Hospital and Medical Center,CA,Medical/Healthcare,Yes - Published #,2523
ITRC20140513-11,Larsen Dental Care,ID,Medical/Healthcare,Yes - Published #,6900
ITRC20140506-08,Flowers Hospital,AL,Medical/Healthcare,Yes - Published #,629
ITRC20140506-07,Molina Healthcare,CA,Medical/Healthcare,Yes - Published #,4744
ITRC20140506-04,University of Massachusetts Memorial Medical Center,MA,Medical/Healthcare,Yes - Published #,2400
ITRC20140429-09,University of Miami Health System,FL,Medical/Healthcare,Yes - Published #,13074
ITRC20140429-08,Seton Northwest Hospital,TX,Medical/Healthcare,Yes - Published #,180
ITRC20140429-07,Boston Medical Center,MA,Medical/Healthcare,Yes - Published #,15265
ITRC20140429-06,Centura Health,CO,Medical/Healthcare,Yes - Published #,12286
ITRC20140429-05,Coordinated Health,PA,Medical/Healthcare,Yes - Published #,733
ITRC20140429-04,Tufts Health Plan,MA,Medical/Healthcare,Yes - Published #,8830
ITRC20140429-03,Willis North America Inc. Medical Expense Benefit Pla,TN,Medical/Healthcare,Yes - Published #,4830
ITRC20140422-15,"Florida Healthy Kid - Policy Studies, Inc. - Postal Cente",FL,Medical/Healthcare,Yes - Published #,580
ITRC20140422-13,Parallon Business Solutions,TN,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140422-12,Mission City Community Network,CA,Medical/Healthcare,Yes - Published #,7800
ITRC20140422-11,Soldiers and Sailors Memorial Hospital - Susquehanna,PA,Medical/Healthcare,Yes - Published #,657
ITRC20140422-10,Blue Cross Blue Shield - Kansas City,MO,Medical/Healthcare,Yes - Published #,2546
ITRC20140422-08,KentuckyOne Health (part of Franciscan Health System,KY,Medical/Healthcare,Yes - Published #,3500
ITRC20140422-07,Jewish Hospital,KY,Medical/Healthcare,Yes - Published #,2992
ITRC20140422-06,Nova Chiropractic & Rehab Center,VA,Medical/Healthcare,Yes - Published #,5534
ITRC20140422-05,Orlando Health,FL,Medical/Healthcare,Yes - Published #,586
ITRC20140422-04,McBroom Clinic,TX,Medical/Healthcare,Yes - Published #,2260
ITRC20140422-03,Sims and Associates Podiatry,NY,Medical/Healthcare,Yes - Published #,6475
ITRC20140418-01,University of Pittsburgh Medical Center (UPMC),PA,Medical/Healthcare,Yes - Published #,62000
ITRC20140415-04,Clinical Reference Laboratory - Nationwide Mutual Ins,KS,Medical/Healthcare,Yes - Published #,979
ITRC20140415-03,Lubbock Cardiology Clinic,TX,Medical/Healthcare,Yes - Published #,1400
ITRC20140415-02,Amerigroup,FL,Medical/Healthcare,Yes - Published #,183
ITRC20140415-01,"University Urology, P.C.",TN,Medical/Healthcare,Yes - Published #,1144
ITRC20140408-07,LewisGale Regional Health System,VA,Medical/Healthcare,Yes - Published #,400
ITRC20140408-04,"Office of Todd M. Burton, MD",TX,Medical/Healthcare,Yes - Published #,5000
ITRC20140408-03,"Office of Joseph Michael Benson, MD",TX,Medical/Healthcare,Yes - Published #,7500
ITRC20140407-05,La Palma Intercommunity Hospital,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140407-04,Kaiser Permanente Northern California Division of Res,CA,Medical/Healthcare,Yes - Published #,5178
ITRC20140407-03,Midwest Orthopaedics at Rush,IL,Medical/Healthcare,Yes - Published #,1256
ITRC20140402-04,TrustHCS Healthcare Consulting Services,GA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140402-03,Franciscan Medical Group - Catholic Health Initiatives,WA,Medical/Healthcare,Yes - Published #,8300
ITRC20140402-02,PracMan,AL,Medical/Healthcare,Yes - Published #,3100
ITRC20140401-01,Palomar Health,CA,Medical/Healthcare,Yes - Published #,5499
ITRC20140327-05,University of Kentucky HealthCare / Talyst,KY,Medical/Healthcare,Yes - Published #,1079
ITRC20140325-03,Sorenson Communications / CaptionCall Group Health,UT,Medical/Healthcare,Yes - Published #,9800
ITRC20140325-01,Arnold Palmer Medical Center (Orlando Health),FL,Medical/Healthcare,Yes - Published #,586
ITRC20140321-44,Miami Beach Healthcare Group LTD (Aventura),FL,Medical/Healthcare,Yes - Published #,2560
ITRC20140321-43,"Coastal Home Respiratory, LLP",GA,Medical/Healthcare,Yes - Published #,3440
ITRC20140321-42,Florida Healthy Kids Corporation - DentaQuest,FL,Medical/Healthcare,Yes - Published #,3667
ITRC20140321-40,Molalla Family Dental,OR,Medical/Healthcare,Yes - Published #,4354
ITRC20140321-39,AccentCare Home Health of California,CA,Medical/Healthcare,Yes - Published #,1000
ITRC20140321-37,University of Nevada School of Medicine,NV,Medical/Healthcare,Yes - Published #,1483
ITRC20140321-36,Visiting Nurses of Iowa,IA,Medical/Healthcare,Yes - Published #,1298
ITRC20140321-35,Original Medicine Acupuncture & Wellness LLC,NM,Medical/Healthcare,Yes - Published #,540
ITRC20140321-34,Pousson Family Dentistry,LA,Medical/Healthcare,Yes - Published #,1400
ITRC20140321-33,University of New Mexico Health Sciences Center,NM,Medical/Healthcare,Yes - Published #,2365
ITRC20140321-31,Wyatt Dental Group,LA,Medical/Healthcare,Yes - Published #,10271
ITRC20140321-28,Baptist Health System,AL,Medical/Healthcare,Yes - Published #,1655
ITRC20140321-27,CenterLight Healthcare,NY,Medical/Healthcare,Yes - Published #,642
ITRC20140321-26,Columbia University Medical Center - New York Presby,NY,Medical/Healthcare,Yes - Published #,4929
ITRC20140321-25,Detroit Medical Center Harper University Hospital,MI,Medical/Healthcare,Yes - Published #,1087
ITRC20140321-24,Brooklyn Hospital Center,NY,Medical/Healthcare,Yes - Published #,2172
ITRC20140321-23,Baptist Health System,TX,Medical/Healthcare,Yes - Published #,678
ITRC20140321-22,Office of Jeff Spiegel,MA,Medical/Healthcare,Yes - Published #,832
ITRC20140321-21,Delta Dental of Pennsylvania,PA,Medical/Healthcare,Yes - Published #,1674
ITRC20140321-20,Presbyterian Healthcare Services,NM,Medical/Healthcare,Yes - Published #,7000
ITRC20140321-19,Sleep HealthCenters LLC,MA,Medical/Healthcare,Yes - Published #,2988
ITRC20140321-18,Spectrum Health Systems,MA,Medical/Healthcare,Yes - Published #,14750
ITRC20140321-17,Health Texas Provider Network,TX,Medical/Healthcare,Yes - Published #,1259
ITRC20140321-16,"Office of John T. Melvin, M.D. & Associates",TX,Medical/Healthcare,Yes - Published #,2541
ITRC20140321-15,St. Mary's Hospital for Children,NY,Medical/Healthcare,Yes - Published #,550
ITRC20140321-14,Speare Memorial Hospital,NH,Medical/Healthcare,Yes - Published #,5960
ITRC20140321-13,Health Care Solutions at Home Inc.,OH,Medical/Healthcare,Yes - Published #,1139
ITRC20140321-12,"Patient Care Services at Saint Francis, Inc.",OK,Medical/Healthcare,Yes - Published #,84000
ITRC20140321-11,Lahey Clinic Hospital,MA,Medical/Healthcare,Yes - Published #,599
ITRC20140321-09,HealthSource of Ohio,OH,Medical/Healthcare,Yes - Published #,8845
ITRC20140321-07,Clorox Company Group Insurance Plan (Staywell Healt,CA,Medical/Healthcare,Yes - Published #,520
ITRC20140321-06,Missouri Consolidated Health Care Plan (StayWell Hea,MO,Medical/Healthcare,Yes - Published #,10024
ITRC20140321-05,Valley View Hospital,CO,Medical/Healthcare,Yes - Published #,5415
ITRC20140321-04,St. Mary's Hospital (Hospitalists of Arizona),AZ,Medical/Healthcare,Yes - Published #,1706
ITRC20140321-03,Fresenius Medical Care of North America - Robinwood,MD,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140321-02,Marian Regional Medical Center (Dignity Health),CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140321-01,Arcadia Home Care & Staffing,MI,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140319-01,University of California San Francisco,CA,Medical/Healthcare,Yes - Published #,9861
ITRC20140312-08,Reimbursement Technologies,PA,Medical/Healthcare,Yes - Published #,2300
ITRC20140312-07,Tranquility Counseling Services,NC,Medical/Healthcare,Yes - Published #,1683
ITRC20140312-06,Shiloh Medical Clinic,MT,Medical/Healthcare,Yes - Published #,1900
ITRC20140312-04,Emory Healthcare (Emory Dialysis Clinic),GA,Medical/Healthcare,Yes - Published #,826
ITRC20140312-03,Cornerstone Health Care,NC,Medical/Healthcare,Yes - Published #,548
ITRC20140311-01,Banner Health,AZ,Medical/Healthcare,Yes - Published #,55207
ITRC20140310-02,St. Joseph Home Care Network,CA,Medical/Healthcare,Yes - Published #,11800
ITRC20140307-01,Sutherland Healthcare Solutions,NJ,Medical/Healthcare,Yes - Published #,342197
ITRC20140305-01,Eureka Internal Medicine,CA,Medical/Healthcare,Yes - Published #,3534
ITRC20140303-07,St. Vincent Health,IN,Medical/Healthcare,Yes - Published #,1142
ITRC20140303-04,AppleCare Insurance Services,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140303-01,LA Care Health Plan,CA,Medical/Healthcare,Yes - Published #,18000
ITRC20140219-08,Health Dimensions,MI,Medical/Healthcare,Yes - Published #,5370
ITRC20140219-07,Network Pharmacy Knoxville,TN,Medical/Healthcare,Yes - Published #,9602
ITRC20140219-06,University of Texas MD Anderson Cancer Center,TX,Medical/Healthcare,Yes - Published #,3598
ITRC20140219-05,Cook County Health & Hospital Systems,IL,Medical/Healthcare,Yes - Published #,22511
ITRC20140219-03,Tri-Lakes Medical Center,MS,Medical/Healthcare,Yes - Published #,1489
ITRC20140219-02,101 Family Medical Group,CA,Medical/Healthcare,Yes - Published #,2500
ITRC20140218-03,University of Pennsylvania Health System,PA,Medical/Healthcare,Yes - Published #,3000
ITRC20140218-01,Blue Shield of California,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140210-02,"Office of K. Min Yi, MD, Inc.",CA,Medical/Healthcare,Yes - Published #,4676
ITRC20140206-01,Olmstead Medical Center,MN,Medical/Healthcare,Yes - Published #,1000
ITRC20140205-05,St. Joseph Health System,TX,Medical/Healthcare,Yes - Published #,405000
ITRC20140204-11,Mosaic,NE,Medical/Healthcare,Yes - Published #,3857
ITRC20140204-10,"Health Help, Inc.",KY,Medical/Healthcare,Yes - Published #,535
ITRC20140204-09,Complete Medical Homecare,KS,Medical/Healthcare,Yes - Published #,1700
ITRC20140204-07,Dartmouth-Hitchcock Medical Center,NH,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140204-02,University of California Davis Health System,CA,Medical/Healthcare,Yes - Published #,2269
ITRC20140131-07,"Northside Hospital, Inc.",GA,Medical/Healthcare,Yes - Published #,4879
ITRC20140131-06,Methodist Dallas Medical Center,TX,Medical/Healthcare,Yes - Published #,44000
ITRC20140131-05,Kemmet Dental Design of North Dakota,ND,Medical/Healthcare,Yes - Published #,2000
ITRC20140131-04,Walgreen Co. of Illinois,IL,Medical/Healthcare,Yes - Published #,17350
ITRC20140131-03,Good Samaritan Health Center,GA,Medical/Healthcare,Yes - Published #,5000
ITRC20140131-02,Associated Urologists of North Carolina,NC,Medical/Healthcare,Yes - Published #,7300
ITRC20140131-01,Unity Health Insurance - UW Madison School of Pharm,WI,Medical/Healthcare,Yes - Published #,41437
ITRC20140128-10,Blue Cross Blue Shield - North Carolina,NC,Medical/Healthcare,Yes - Published #,687
ITRC20140128-09,Jones Chiropractic and Maximum Health,IN,Medical/Healthcare,Yes - Published #,1500
ITRC20140128-08,Molina Healthcare of Texas,TX,Medical/Healthcare,Yes - Published #,2826
ITRC20140128-07,Medical Mutual of Ohio,OH,Medical/Healthcare,Yes - Published #,1420
ITRC20140128-05,Cardiovascular Consultants of North Texas,TX,Medical/Healthcare,Yes - Published #,2462
ITRC20140128-04,Metcare of Florida,FL,Medical/Healthcare,Yes - Published #,2557
ITRC20140128-03,UC Davis Health System,CA,Medical/Healthcare,Yes - Published #,2269
ITRC20140128-02,Office of Ronald Schubert MD,WA,Medical/Healthcare,Yes - Published #,950
ITRC20140127-12,St. Francis Hospital and Medical Center,CT,Medical/Healthcare,Yes - Published #,858
ITRC20140127-09,Sidney Regional Medical Center,NE,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140127-06,Genworth Group Long Term Care,VA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140124-06,CaroMont Regional Medical Center,NC,Medical/Healthcare,Yes - Published #,190
ITRC20140124-05,"Geo Care, LLC",FL,Medical/Healthcare,Yes - Published #,710
ITRC20140124-02,Integrity Oncology,TN,Medical/Healthcare,Yes - Published #,539
ITRC20140124-01,Women's Health Enterprise,GA,Medical/Healthcare,Yes - Published #,3000
ITRC20140122-01,Inspira Medical Center Vineland,NJ,Medical/Healthcare,Yes - Published #,1411
ITRC20140121-11,Southwest General Health Center,OH,Medical/Healthcare,Yes - Published #,953
ITRC20140121-09,Maryland Health Benefit Exchange,MD,Medical/Healthcare,Yes - Published #,1078
ITRC20140107-07,Edgepark Medical Supplies (RGH Enterprises),OH,Medical/Healthcare,Yes - Published #,4230
