"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
12951,5/8/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12952,5/8/2018,"American Society of
Anesthesiologists",Electronic,,1,Yes,,,,Yes,,
12953,5/8/2018,"Sears Holdings Management
Corporation",Electronic,,3021,,,,Yes,,,
12954,5/9/2018,"Integrated Practice Solutions, Inc.",Electronic,,10,Yes,,,,Yes,,
12957,5/9/2018,Deephaven Mortgage LLC,Electronic,Yes,19,Yes,,,,Yes,,
12958,5/9/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
12959,5/9/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
12960,5/9/2018,"United States Automobile
Association",Paper,,1,Yes,,,,Yes,,
12961,5/9/2018,L3 KEO,Paper,,1,Yes,,,,Yes,,
12946,5/9/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12947,5/9/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
12948,5/9/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
12962,5/10/2018,American Cancer Society,Paper,,14,,Yes,,Yes,Yes,,
12963,5/10/2018,"What Goes Around Comes
Around LLC",Electronic,Yes,1,,,,Yes,Yes,,
12964,5/10/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
12965,5/10/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
12966,5/10/2018,Massachusetts General Hospital,Paper,Yes,1,,,,,,,
12967,5/10/2018,"The Prudential Insurance
Company of America",Paper,Yes,2,Yes,,,,Yes,,
12978,5/10/2018,"United Service Automobile
Assocition",Electronic,,1,,,Yes,,,,
12979,5/10/2018,The Village Bank,Electronic,,1,,,,Yes,,,
12976,5/10/2018,"American Express Travel Related
Services Company, Inc. and/or its
Affiliantes (""AXP"")",,,2,,,,Yes,,,
12977,5/11/2018,Farmgirl Flowers,Electronic,,60,,,,Yes,Yes,,
12972,5/11/2018,Verint Systems Inc.,Electronic,Yes,3,Yes,Yes,,,Yes,,
12973,5/11/2018,"Cambridge Dental Consulting
Group",Electronic,,1,Yes,,Yes,,Yes,,
12975,5/11/2018,Mutual One Bank,Paper,Yes,2,,Yes,,,,,
12980,5/11/2018,"Commonwealth of MA Executive
Office",Electronic,,1,Yes,,,,,,
12968,5/11/2018,"American Express Travel Related
Services Inc. Co.",Electronic,,22,,,,Yes,,,
12969,5/11/2018,Principal Life Insurance Company,Electronic,,25,Yes,,,,Yes,,
12970,5/11/2018,"American Express Travel Related
Services Inc. Co.",Electronic,,8,,,,Yes,,,
12974,5/13/2018,SPI Industries Inc.,Electronic,,2,Yes,,,,Yes,,
12981,5/14/2018,Pilgrim Bank,Electronic,,2,,,,Yes,,,
12982,5/14/2018,"JP Morgan Chase Bank, N.A.",Paper,,1,,,,Yes,,,
12983,5/15/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12984,5/15/2018,Hudson's Bay Company,Electronic,,1,,,,Yes,,,
12985,5/15/2018,"Ronald F. D'Agostino Insurance
Agency Inc.",Electronic,Yes,39,,Yes,Yes,Yes,Yes,,
12986,5/15/2018,RBC Wealth Management,Paper,Yes,1,Yes,,,,Yes,,
12987,5/15/2018,LifeBridge Health,Electronic,,172,Yes,,,,Yes,,
12988,5/15/2018,CUSO Financial Services LP,Both,,1,,Yes,,,Yes,,
12989,5/16/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
12990,5/16/2018,Discover,Electronic,,54,,,,Yes,,,
12991,5/16/2018,ZRS Management Inc.,Paper,Yes,4,Yes,,,,Yes,,
12992,5/16/2018,Planters First Bank,Electronic,Yes,1,,Yes,,,,,
12994,5/16/2018,Main Street Bank,Electronic,,4,,,,Yes,,,
12995,5/16/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
12996,5/16/2018,"The Commonwealth of MA-
Department of Revenue",Undefined,Yes,5,Yes,,,,,,
12999,5/16/2018,Intuit,,,5,Yes,Yes,Yes,,Yes,,
13000,5/17/2018,State Street,Paper,,59,,Yes,,,,,
13001,5/17/2018,TaskRabbit Inc.,Electronic,Yes,120391,Yes,Yes,,,,,
13002,5/17/2018,Standard Insurance Company,Electronic,,2,Yes,,,,Yes,,
12998,5/17/2018,Corporation Service Company,Electronic,,410,Yes,,,Yes,Yes,,
12993,5/17/2018,Cable Hill Partners LLC,Electronic,,11,Yes,,,,Yes,,
13003,5/18/2018,"American Express Travel Related
Services Company Inc.",Electronic,,2,,,,Yes,,,
13004,5/18/2018,Winchester Savings Bank,Electronic,,5,Yes,,Yes,Yes,,,
13005,5/18/2018,"American Express Travel Related
Services Company Inc.",Electronic,,2,,,,Yes,,,
13006,5/18/2018,University of Toledo,Electronic,Yes,25,Yes,,,,Yes,,
13007,5/18/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
13008,5/18/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13009,5/18/2018,The Village Bank,Electronic,,2,,,,Yes,,,
13010,5/18/2018,"American Express Travel Related
Services Company Inc.",Electronic,,2,,,,Yes,,,
13011,5/18/2018,Massachusetts General Hospital,Both,Yes,1,Yes,,,,,,
13012,5/19/2018,Conservest Capital Advisors Inc.,Electronic,Yes,2,Yes,Yes,,,Yes,,
13013,5/21/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13014,5/21/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13015,5/21/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13016,5/21/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13017,5/21/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13018,5/21/2018,Eastern Bank,Electronic,,269,,,,Yes,,,
13019,5/21/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13020,5/21/2018,"American Telecommunications
Inc.",Electronic,Yes,2,,,,,Yes,,
13021,5/21/2018,Ellevest Inc.,Electronic,,3,Yes,Yes,,,Yes,,
13022,5/21/2018,Pinnacle Advisory Group Inc.,Electronic,,5,Yes,Yes,,,Yes,,
13023,5/21/2018,Stephen J. Flood CPA. PLLC,Electronic,Yes,7,Yes,Yes,,,Yes,,
13024,5/21/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13025,5/21/2018,Brinker International,Electronic,,20,,,,Yes,Yes,,
13026,5/21/2018,"Massachusetts Department of
Elementary and Secondary
Education",Electronic,,2,Yes,,,,,,
13027,5/21/2018,"Integrated Practice Solutions, Inc.",Electronic,,3,Yes,,,,Yes,,
13031,5/21/2018,Bombas,Electronic,,1361,,,,Yes,Yes,,
13032,5/22/2018,Employee Benefits Corporation,Electronic,,24,Yes,,,,Yes,,
13028,5/22/2018,Steward Medical Group,Paper,Yes,1,Yes,,,,Yes,,
13029,5/22/2018,The Coca-Cola Company,Electronic,,20,Yes,,,,Yes,,
13030,5/23/2018,"Integrated Practice Solutions, inc.",Electronic,,10,Yes,,,,Yes,,
13034,5/23/2018,"Cruise Lines International
Association",Electronic,,1,,,,Yes,,,
13035,5/23/2018,"National Railroad Passenger
Corporation (Amtrak)",Electronic,,120,,,,Yes,Yes,,
13036,5/23/2018,"Bell Partners, Inc.",Electronic,,4,Yes,,,,Yes,,
13037,5/23/2018,"American Express Travel Related
Services Company Inc.",Electronic,,119,,,,Yes,,,
13038,5/24/2018,"The Vanguard Group, Inc.",Paper,Yes,2,,Yes,,,,,
13039,5/24/2018,"Milford Regional Physician Group
Inc.",Electronic,,1,Yes,,,,,,
13040,5/24/2018,The Village Bank,Electronic,,16,,,,Yes,,,
13041,5/24/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13043,5/24/2018,Fidelity Investments,Paper,Yes,1,Yes,Yes,,,Yes,,
13044,5/24/2018,Luxury Retreates,Electronic,Yes,11,,Yes,Yes,Yes,Yes,,
13033,5/24/2018,Philips,Electronic,,2,,Yes,,,Yes,,
13047,5/25/2018,Winchester Savings Bank,Electronic,,1,,,,Yes,,,
12819,5/25/2018,Serenity at Sumit,Electronic,Yes,1,,,Yes,,,,
13048,5/26/2018,SEIU Local 32BJ,Electronic,,15195,Yes,,,,Yes,,
13049,5/29/2018,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
13050,5/29/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
13051,5/29/2018,"Member Business Services, LLC
dba Commercial Alliance",Electronic,,36,Yes,Yes,,,Yes,,
13052,5/29/2018,Humana,Electronic,Yes,1,Yes,,,,Yes,,
13053,5/29/2018,St. Mary's Credit Union,Electronic,,39,,,,Yes,,,
13045,5/29/2018,Pilgrim Savings Bank,Electronic,,1,,,,Yes,,,
13046,5/29/2018,Pilgrim Savings Bank,Electronic,,6,,,,Yes,,,
13067,5/29/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13069,5/29/2018,PrintingCenterUSA.com,Electronic,Yes,67,,,,Yes,Yes,,
13070,5/29/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13057,5/29/2018,COMAP Inc,Electronic,Yes,380,,,,Yes,,,
13075,5/29/2018,Starr Insurance Holdings,Electronic,Yes,3,Yes,,Yes,,Yes,,
13076,5/29/2018,The Everglades Club inc.,Electronic,Yes,25,Yes,,,,Yes,,
13077,5/30/2018,"Metropolitan Life Insurance
Company",Paper,Yes,1,Yes,,,,Yes,,
13078,5/30/2018,Walgreens,Electronic,Yes,1,,,,Yes,Yes,,
13059,5/30/2018,LEGO Systems Inc.,Electronic,,2,Yes,Yes,,,Yes,,
13060,5/30/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13061,5/30/2018,Main Street Bank,Electronic,,81,,,,Yes,,,
13062,5/30/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13063,5/30/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13064,5/30/2018,Mutual One Bank,Electronic,,3,,,,Yes,,,
13065,5/30/2018,Uno Alla Volta LLC,Electronic,,51,,,,Yes,,,
13066,5/30/2018,Umass Memorial Medical Center,Undefined,Yes,4,,,,,,,
13071,5/30/2018,Savers Bank,Electronic,,60,,,,Yes,,,
13072,5/30/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13073,5/30/2018,Citigroup,Paper,Yes,1,,,,Yes,Yes,,
13068,5/30/2018,Pilgrim Bank,Electronic,,7,,,,Yes,,,
13084,5/30/2018,"American National Insurance
Company and certain subsidiaries",Electronic,,17,Yes,Yes,,,Yes,,
13054,5/30/2018,"Amercian Express Travel Related
Services Company Inc.",Electronic,,1,,,,Yes,,,
13055,5/30/2018,"American Express Travel Related
Services Company Inc.",Electronic,,1,,,,Yes,,,
13056,5/30/2018,Chattanooga Clothing Company,Electronic,,9,,,,Yes,Yes,,
13079,5/31/2018,Eagle Bank,Electronic,,32,,,,Yes,,,
13080,5/31/2018,Abod& Caruso LLC,Paper,,4,Yes,,,,Yes,,
13081,5/31/2018,JP Morgan Chase Bank NA,Electronic,Yes,9,Yes,,,,Yes,,
13082,5/31/2018,Temecula Motorports Inc.,Electronic,Yes,22,,Yes,,Yes,,,
13083,6/1/2018,Fareportal Inc.,Electronic,,4,Yes,,Yes,,Yes,,
13085,6/1/2018,Biogen Inc.,Electronic,,23,,,,,,,
13086,6/1/2018,Winchester Savings Bank,Electronic,,5,,,,Yes,,,
13087,6/1/2018,The Vanguard Group Inc.,Electronic,,1,Yes,Yes,,,Yes,,
13088,6/1/2018,Watertown Savings Bank,Electronic,,31,,,,Yes,,,
13089,6/1/2018,Transamerica,Electronic,,410,Yes,Yes,,,Yes,,
13090,6/1/2018,"City of Portland, Oregon",Electronic,Yes,4,Yes,Yes,,,Yes,,
13091,6/1/2018,"International Management
Advisors Ltd.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
13092,6/1/2018,Cambridge Savings Bank,Electronic,Yes,4,Yes,Yes,,,Yes,,
13093,6/1/2018,Advanced Technology Group,Electronic,Yes,3,Yes,,,,Yes,,
13074,6/1/2018,Dedham Saveings,Electronic,,118,,,,Yes,Yes,,
13094,6/4/2018,Fellowship Health Resources,Paper,,2,Yes,,,,Yes,,
13095,6/4/2018,Lincoln Financial Group,Electronic,,1,Yes,Yes,,,,,
13096,6/4/2018,"Holland Eye Surgery and Laser
Center",Electronic,,1,Yes,,,,Yes,,
13097,6/4/2018,"Edward D. Jones & Co., L.P.",Electronic,,511,Yes,,,,Yes,,
13100,6/4/2018,Equias Alliance LLC,Electronic,Yes,3,Yes,,,,Yes,,
13101,6/4/2018,"Humana, Inc.",Electronic,,2,Yes,,,,Yes,,
13102,6/4/2018,Stein Eriksen Lodge Hotel,Electronic,Yes,25,Yes,,,,Yes,,
13098,6/5/2018,Equivity Inc.,Electronic,Yes,26,Yes,,,,Yes,,
13099,6/5/2018,"The Pleasure Chest LTD. Los
Angeles",Electronic,Yes,4,,,,Yes,Yes,,
13103,6/6/2018,"Sentry Insurance a Mutual
Company",Electronic,Yes,8,Yes,,,,Yes,,
13104,6/6/2018,Dedham Savings Bank,Electronic,,1,,,,Yes,Yes,,
13105,6/6/2018,Dedham Savings Bank,Electronic,,9,,,,Yes,Yes,,
13112,6/6/2018,"Qualified Plans, LLC",Electronic,,11,Yes,,,,Yes,,
13113,6/6/2018,"JP Morgan Chase Bank, N.A.",Electronic,Yes,2,Yes,Yes,,,Yes,,
13110,6/6/2018,Foundation Building Materials,Electronic,Yes,6,Yes,,Yes,,Yes,,
13276,6/6/2018,"Staybridge Suites Denver Cherry
Creek",Both,Yes,1,,,,Yes,,,
13114,6/7/2018,"Lutz & Carr CPA, LLC",Electronic,,14,Yes,,,,Yes,,
13115,6/7/2018,"9W Halo OpCo L.P. d/b/a
Angelica",Electronic,Yes,4,Yes,,,,Yes,,
13116,6/7/2018,"Aimbridge Hospitality Holdings,
LLC",Electronic,,599,Yes,Yes,,,Yes,,
13117,6/7/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13123,6/7/2018,PLAE INC.,Electronic,Yes,285,,,,Yes,Yes,,
13124,6/7/2018,"Weil, Akman, Baylin & Coleman,
P.A.",Electronic,Yes,30,Yes,Yes,Yes,Yes,Yes,,
13125,6/7/2018,Benefit Outsourcing Solutions,Electronic,Yes,1,Yes,,,,Yes,,
13106,6/7/2018,Adams Community Bank,Electronic,,2,,,,Yes,,,
13107,6/7/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13108,6/7/2018,Massachusetts General Hospital,Electronic,,1,,,,,,,
13109,6/7/2018,Salem Five,Electronic,,1,Yes,,,Yes,,,
13126,6/8/2018,Aultman Hospital,Electronic,Yes,1,Yes,,,,Yes,,
13127,6/8/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
13128,6/8/2018,Dana-Farber Cancer Institute,Electronic,Yes,1,Yes,,,,,,
13129,6/8/2018,Price Waterhouse Coopers LLP,Electronic,Yes,4,Yes,,,,Yes,,
13130,6/8/2018,Main Street Bank,Electronic,,4,,,,Yes,,,
13131,6/8/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13132,6/8/2018,Total Phase Inc.,Paper,Yes,40,,,,Yes,Yes,,
13133,6/8/2018,Rockland Trust Co.,Paper,Yes,2,,Yes,,,Yes,,
13134,6/8/2018,"Creative Bus Sales, Inc.",Paper,Yes,1,,,,Yes,Yes,,
13118,6/8/2018,Elmcroft Senior Living Inc.,Electronic,Yes,105,Yes,,,,Yes,,
13119,6/8/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13120,6/8/2018,Systeme Software Inc.,Electronic,Yes,115,Yes,,,,Yes,,
13122,6/8/2018,Walgreens,Electronic,Yes,55,,,,Yes,Yes,,
13278,6/9/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13136,6/11/2018,"Health Management Concepts,
Inc.",Electronic,,17,Yes,,,,Yes,,
13137,6/11/2018,Weichert Company,Electronic,,28,Yes,Yes,,,Yes,,
13138,6/11/2018,"Boston Biomedical, Inc.",Electronic,,225,Yes,,,,Yes,,
13121,6/11/2018,Massachusetts General Hospital,Electronic,Yes,1,,,,,,,
13135,6/12/2018,Philips North America LLC,Paper,Yes,1,,,,,Yes,,
13139,6/12/2018,Securus Technologies,Electronic,,14,,,,,,,
13140,6/12/2018,"Guaranteed Rate, Inc.",Electronic,,73,Yes,,,,Yes,,
13141,6/13/2018,Fidelity Investments,Electronic,,1,Yes,Yes,Yes,,Yes,,
13142,6/13/2018,"The Educational Employees
Supplementary Retirement
System",Paper,,17,Yes,,,,Yes,,
13143,6/13/2018,"Zimmer US Inc dba Zimmer
Biomet",Electronic,Yes,1,Yes,Yes,,,Yes,,
13147,6/13/2018,Adams Community Bank,Electronic,,26,,,,Yes,Yes,,
13148,6/13/2018,"Zimmer US, Inc. dba Zimmer
Biomet",Electronic,,1,Yes,Yes,,,Yes,,
13149,6/13/2018,Ithaca College,Electronic,,27,Yes,,,,Yes,,
13150,6/13/2018,Anastasia Contos,Electronic,,1,Yes,,,,,,
13151,6/13/2018,"HealthEquity, Inc.",Electronic,,1230,Yes,Yes,,,Yes,,
13152,6/14/2018,"U.S. Bank, N.A.",Paper,,3,Yes,Yes,Yes,,Yes,,
13153,6/14/2018,"Webster Five Cents Savings
Bank",Electronic,,119,,,,Yes,,,
13154,6/14/2018,Med Associates Inc.,Electronic,Yes,199,Yes,,,,Yes,,
13144,6/14/2018,shopPOPdisplays,Electronic,Yes,49,,,,Yes,Yes,,
13145,6/14/2018,LPL Financial LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
13146,6/14/2018,Willis Towers Watson,Electronic,Yes,20,Yes,Yes,,,Yes,,
13156,6/14/2018,"JP Morgan Chase Bank, N.A.",Paper,,1,,,,Yes,,,
13157,6/14/2018,Securian Financial Services,Electronic,,74,,Yes,,,Yes,,
13158,6/14/2018,Minnesota Life,Electronic,,18,Yes,Yes,,,Yes,,
13159,6/15/2018,Rockland Trust Co.,Paper,Yes,1,,Yes,,,Yes,,
13161,6/15/2018,"Hitchcock Shoes, Inc.",Electronic,,14,,,,Yes,,,
13162,6/15/2018,"Brown, Lisle/Cummings, Inc.",Electronic,,1,Yes,Yes,,,Yes,,
13163,6/15/2018,Intuit Inc,Electronic,,2,Yes,Yes,Yes,,Yes,,
13155,6/15/2018,City of Goodyear,Electronic,Yes,3,,,,,Yes,,Yes
13167,6/15/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13168,6/15/2018,The Village Bank,Electronic,,2,,,,Yes,,,
13165,6/16/2018,"American Express Travel Related
Services Co. Inc.",Electronic,,2,,,,Yes,,,
13166,6/16/2018,"American Express Travel Related
Services Co. Inc.",Electronic,,2,,,,Yes,,,
13160,6/18/2018,Intuit,Electronic,,2,,,,,,,
13169,6/18/2018,GreatBanc Trust Company,Electronic,,62,Yes,,,,Yes,,
13170,6/18/2018,Eastern Bank,Electronic,,1768,,,,,,,
13171,6/18/2018,Sage Bank,Electronic,,15,Yes,Yes,Yes,,Yes,,
13172,6/18/2018,"CAF USA, Inc.",Electronic,,2,,,,,Yes,,
13173,6/18/2018,"JP Morgan Chase Bank, N.A.",Paper,,1,Yes,,,,Yes,,
13174,6/18/2018,"American Express Travel Related
Services Co. Inc.",Electronic,,80,,,,Yes,,,
13175,6/18/2018,Charles River Community Health,Paper,Yes,5,Yes,Yes,,,Yes,,
13176,6/19/2018,Citizens Financial Group,Electronic,,11,Yes,Yes,,,Yes,,
13177,6/19/2018,Southcoast,Paper,Yes,1,Yes,,,,Yes,,
13178,6/19/2018,"The Penn Mutual Life Insurance
Company",Electronic,Yes,2,,Yes,,,Yes,,
13179,6/19/2018,The Village Bank,Paper,,1,,,,Yes,,,
13180,6/19/2018,"American Express Travel Related
Services Co Inc",Electronic,,1979,,,,Yes,,,
13181,6/19/2018,Citizens Financial Group,Electronic,,2,,,,Yes,,,
13188,6/19/2018,OFD Foods LLC,Electronic,Yes,9,,,,Yes,Yes,,
13189,6/19/2018,Mortgage Network,Paper,Yes,1,Yes,,,,Yes,,
13190,6/19/2018,Anthem Blue Cross Blue Shield,Undefined,Yes,10,,,,,Yes,,
13182,6/20/2018,"Manchester Capital Management,
LLC",Electronic,,4,Yes,Yes,,,Yes,,
13183,6/20/2018,"Central Christian College of
Kansas",Electronic,,2,Yes,,,,Yes,,
13184,6/20/2018,Notre Dame de Namur University,Electronic,Yes,4,Yes,Yes,,,Yes,,
13185,6/20/2018,Citizens Financial Group,Electronic,,11,Yes,Yes,,,Yes,,
13186,6/20/2018,Highlands Union Bank,Electronic,,4,Yes,Yes,Yes,,Yes,,
13193,6/20/2018,"Commonweatlth of MA Executive
Office of Health and Human
Services",Electronic,,1,Yes,,,,,,
13194,6/21/2018,ESA Management,Paper,,6,,Yes,Yes,,Yes,,
13195,6/21/2018,"L'Occitane, Inc.",Electronic,,9,,,,Yes,,,
13197,6/21/2018,Discover,Electronic,,1443,,,,Yes,,,
13198,6/21/2018,"DiCicco, Gulman & Co. LLP",Electronic,Yes,410,Yes,,,,Yes,,
13187,6/21/2018,Dedham Savings,Electronic,,1,,Yes,,,,,
13192,6/21/2018,Nelnet,Electronic,Yes,1,,Yes,,,,,
13200,6/21/2018,Humana,Electronic,Yes,2,,Yes,,,Yes,,
13201,6/22/2018,Tuskegee University,Electronic,,54,Yes,Yes,,,Yes,,
13199,6/22/2018,"American Express Travel Express
Related Services Co. Inc.",Electronic,,58,,,,Yes,,,
13196,6/22/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13202,6/25/2018,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
13203,6/25/2018,"Thomas Chandler Thomas &
Hinshaw, LLP",Electronic,,5,Yes,Yes,Yes,,Yes,,
13204,6/25/2018,Capital One,Electronic,Yes,43,Yes,Yes,,Yes,Yes,,
13206,6/25/2018,St. Elizabeth's Medical Center,Undefined,Yes,1,,,,,Yes,,
13207,6/25/2018,"Melrose Wakefield Healthcare,
Inc.",Paper,,1,Yes,,,,Yes,,
13208,6/25/2018,St. Mary's Credit Union,Electronic,,6,,Yes,,,,,
13209,6/25/2018,St. Mary's Credit Union,Electronic,,2,,Yes,,,,,
13210,6/25/2018,"RevUP Group, LLC dba RevUp
Sports",Electronic,,68,,,,Yes,Yes,,
13211,6/25/2018,Capital Integration Systems LLC,Electronic,Yes,95,,Yes,,,Yes,,
13285,6/25/2018,Captial Integration Systems LLC,Electronic,Yes,95,Yes,Yes,,,Yes,,
13212,6/26/2018,Eagle Bank,Electronic,,2,,,,Yes,,,
13213,6/26/2018,Solera National Bank,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
13214,6/26/2018,The Village Bank,Electronic,,4,,,,Yes,,,
13216,6/26/2018,The Village Bank,Electronic,,3,,,,Yes,,,
13217,6/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13218,6/26/2018,Enchroma Inc.,Electronic,Yes,2,,,,Yes,,,
13219,6/27/2018,"American Express Travel Related
Services Co. Inc.",Electronic,,552,,,,Yes,,,
13220,6/27/2018,"American Express Travel Related
Services Co Inc",Electronic,,1,,,,Yes,,,
13221,6/27/2018,The village Bank,Electronic,,3,,,,Yes,,,
13222,6/27/2018,Savers Bank,Electronic,,3,,,,Yes,,,
13223,6/27/2018,"Banner Engineering, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
13224,6/27/2018,"Verified First, LLC",Electronic,Yes,1,Yes,,,,Yes,,
13225,6/27/2018,"Dollar Shave Club, Inc.",Electronic,Yes,15,,Yes,,,,,
13215,6/27/2018,"The Vanguard Group, Inc.",Paper,Yes,1,,Yes,,,,,
13226,6/28/2018,McLean Hospital Hospital Corp,Electronic,Yes,1,Yes,,,,Yes,,
13227,6/28/2018,Citizens Financial Group,Electronic,,1,,,,Yes,,,
13228,6/29/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13229,6/29/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13230,6/29/2018,MutualOne Bank,Electronic,,1,,,,Yes,,,
13233,6/29/2018,SGS North America Inc.,Electronic,,2,Yes,,,,Yes,,
13234,6/29/2018,Spinnaker Trust,Electronic,Yes,13,Yes,,Yes,,Yes,,
13235,6/29/2018,"trust company of Illinois/TC
welath Partners",Electronic,Yes,4,Yes,,,,Yes,,
13236,6/29/2018,RubinBrown LLP,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
13237,6/29/2018,"JPMorgan Chase Bank, N.A.",Paper,Yes,472,,,,Yes,,,
13242,6/29/2018,Northwest University,Electronic,Yes,1,,,,,Yes,,
13239,6/29/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
13240,6/29/2018,Winchester Savings Bank,Electronic,,5,,,,Yes,,,
13241,7/2/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13243,7/2/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
13244,7/2/2018,Brigham And Women's Hospital,Electronic,Yes,1,,Yes,Yes,,Yes,,
13245,7/2/2018,The Village Bank,Electronic,,4,,,,Yes,,,
13246,7/2/2018,The Village Bank,Electronic,,3,,,,Yes,,,
13247,7/2/2018,Benchmark Senior Living LLC,Electronic,Yes,1,,Yes,,,,,
13248,7/2/2018,Macy's,Electronic,Yes,5275,,,,Yes,,,
13238,7/2/2018,"Toyo Tire Holdings of Americas
Inc.",Electronic,,2,,,,Yes,Yes,,
13232,7/2/2018,PlainsCapital Bank,Electronic,Yes,2,,Yes,,,,,
13254,7/3/2018,SPX Corporation,Electronic,,7,,Yes,,,,,
13259,7/3/2018,Watertown Savings Bank,Electronic,,5,,,,Yes,,,
13260,7/3/2018,East Cambridge Savings Bank,Electronic,Yes,254,Yes,Yes,Yes,Yes,Yes,,
13261,7/3/2018,Eagle Bank,Electronic,,2,,,,Yes,,,
13262,7/3/2018,The Village Bank,Electronic,,3,,,,Yes,,,
13263,7/3/2018,The Home for Little Wanderers,Paper,Yes,1040,Yes,Yes,,,Yes,,
13264,7/5/2018,Cushman and Wakefield,Electronic,Yes,2,Yes,Yes,,,Yes,,
13265,7/5/2018,"Information and Referral
Federation of Los Angeles
County, Inc. (221 LA County)",Electronic,Yes,23,Yes,,,,Yes,,
13266,7/5/2018,"Office of Labor and Workforce
Development",Electronic,Yes,734,Yes,,,,,,
13267,7/5/2018,Department of Revenue,Paper,Yes,1,Yes,,,,,,
13255,7/5/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13256,7/5/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13257,7/5/2018,St. Mary's Credit Union,Electronic,,3,,Yes,,,,,
13258,7/5/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13274,7/5/2018,"MSK Group, P.C.",Electronic,,30,Yes,,Yes,,Yes,,
13249,7/5/2018,Jefferies LLC,Electronic,,4,Yes,,,,Yes,,
13250,7/5/2018,BRP/Grenier Financial Services,Electronic,,18,Yes,Yes,,,Yes,,
13251,7/5/2018,Behavioral Health Network,Electronic,Yes,3,Yes,,,,,,
13252,7/5/2018,Good Samaritan Medical Center,Paper,,3,Yes,,,,Yes,,
13275,7/6/2018,"Springhill Suites Denver North
Westminster",Paper,Yes,1,,,,Yes,,,
13279,7/6/2018,Credentials Solutions LLC,Both,,1,Yes,,,,Yes,,
13268,7/6/2018,"The Terteling Company, Inc;
Western States Equip. Co.;Agri-
Service LLC; 36th St Garden
Center Bistro",Electronic,Yes,1,Yes,,Yes,,Yes,,
13269,7/6/2018,"Career & Technology Centers of
Licking County",Electronic,Yes,6,Yes,,,,,,
13270,7/6/2018,The Village Bank,Electronic,,8,,,,Yes,,,
13271,7/6/2018,Village of Wellington,Electronic,,25,,,,Yes,,,
